year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2008,Toyota,RAV4,Base,SUV,automatic,jtmzd33v885097371,fl,,94493.0,blue,—,nova auto sales,8225.0,8900.0,Wed Dec 17 2014 15:10:00 GMT-0800 (PST)
2008,Toyota,Yaris,Base,Hatchback,automatic,jtdjt923385164090,fl,24.0,68094.0,gray,black,tfp international inc,4575.0,4800.0,Thu Dec 18 2014 10:20:00 GMT-0800 (PST)
2008,Toyota,RAV4,Base,SUV,automatic,jtmzd33v485106616,va,42.0,113237.0,black,gray,don beyer volvo subaru kia of alexandria,7450.0,7500.0,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u283333666,mn,,191675.0,red,gray,rudy luther toyota,4550.0,4000.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Limited,SUV,automatic,jteew44a182016766,wi,3.0,101785.0,silver,gray,arlington hgts chry dod jeep,14850.0,12900.0,Wed Jan 14 2015 02:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,Limited,CrewMax Cab,automatic,5tbdv58188s516847,nj,,149130.0,gray,—,valley auto llc,17400.0,17600.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,Highlander,Base,SUV,automatic,jteds41a582039186,tx,,111315.0,gray,gray,massey cadillac,10300.0,10900.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,SR5,Double Cab,automatic,5tfrt54138x018719,ga,,108709.0,gray,gray,motormax automotive inc,11500.0,13500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdbk22c58s009596,pa,34.0,107422.0,green,gray,charles & son auto sls inc,10850.0,11000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2008,Toyota,Camry,LE V6,Sedan,automatic,4t1bk46k88u560187,mi,34.0,135076.0,gold,beige,gm financial,6525.0,5600.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,Yaris,Base,Hatchback,,jtdjt923385219573,il,,24214.0,blue,—,motorcars express,5400.0,7700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,RAV4,Limited,SUV,,jtmbd31v386074658,nj,,146866.0,red,—,valley auto llc,8675.0,9400.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,Camry,LE V6,Sedan,automatic,4t1bk46k88u569620,ny,,108486.0,beige,—,gucci services inc,8500.0,7000.0,Wed Dec 17 2014 09:00:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u387695384,fl,24.0,113535.0,red,gray,devoe buick gmc,6775.0,6300.0,Wed Jan 07 2015 07:25:00 GMT-0800 (PST)
2008,Toyota,Matrix,Base,Hatchback,,2t1kr32e88c708104,pr,27.0,128299.0,gray,black,toyota credit de puerto rico,4850.0,5000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Toyota,Camry,LE V6,Sedan,automatic,4t1bk46k38u568813,il,,288963.0,gray,—,orland toyota inc,4050.0,4900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,FJ Cruiser,Base,SUV,,jtebu11f18k021246,pa,,87015.0,beige,—,luxury fleet serv inc,17050.0,14900.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2008,Toyota,RAV4,Base,SUV,automatic,jtmbd33v586062797,ny,29.0,112032.0,black,gray,zappone chrysler jeep dodge ram,8050.0,8000.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2008,Toyota,Highlander,Limited,SUV,automatic,jtees42a782032257,fl,38.0,120693.0,gold,beige,dab auto world & leasing,15200.0,15200.0,Tue Dec 30 2014 12:15:00 GMT-0800 (PST)
2008,Toyota,Matrix,Base,Hatchback,,2t1kr32e28c713041,ga,35.0,103229.0,blue,gray,wells fargo dealer services,5225.0,6300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Sequoia,Platinum,SUV,automatic,5tdzy67a68s011840,tn,27.0,120180.0,black,tan,professional financial services / murfreesboro,18850.0,13800.0,Tue Jan 20 2015 02:30:00 GMT-0800 (PST)
2008,Toyota,RAV4,Base,SUV,automatic,jtmzk33v386010234,az,,122590.0,red,gray,showcase wholesale auto llc,8675.0,7000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Base,SUV,automatic,jteew41a482017687,pa,25.0,95064.0,blue,gray,porter nissan buick,11200.0,11500.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2008,Toyota,RAV4,Limited,SUV,automatic,jtmzk34v685020292,ga,28.0,100936.0,white,tan,germain toyota of naples/germain scion of naples,9550.0,9400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22c88s155456,il,,116495.0,blue,—,mc grath imports inc,9000.0,10100.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,SR5,CrewMax Cab,automatic,5tfdv54108x070572,ca,,81841.0,black,—,unknown inventory,20700.0,23000.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST)
2008,Toyota,Highlander,Sport,SUV,automatic,jtees43a382035235,az,,82290.0,white,gray,larry h miller toyota peoria,14550.0,12600.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22c48s158886,ny,24.0,114283.0,silver,gray,fuccillo nissan of latham,9150.0,7000.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
2008,Toyota,Yaris,Base,Hatchback,automatic,jtdjt923085201869,fl,,146164.0,gray,black,clearwater toyota,3100.0,2200.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2008,Toyota,RAV4,Base,SUV,automatic,jtmbd33v185144905,mi,,103824.0,red,gray,williams chevrolet honda kia,8225.0,7200.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,Camry,LE V6,Sedan,automatic,4t1bk46k18u566882,nc,28.0,249872.0,black,gray,dt inventory,3850.0,5900.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,RAV4,Limited,SUV,automatic,jtmbd31v186072763,nj,19.0,78080.0,blue,gray,delacom inc,9750.0,9100.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2008,Toyota,Tundra,Tundra Grade,CrewMax Cab,automatic,5tfev54168x042313,tx,43.0,132906.0,white,gray,huffines chrysler jeep dodge lewisville,12850.0,13400.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Toyota,RAV4,Base,SUV,automatic,jtmbd33v785150045,ne,31.0,143728.0,red,gray,performance toyota-scion of lavista,7125.0,6500.0,Tue Dec 23 2014 11:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,Limited,CrewMax Cab,automatic,5tfev58158x040403,ca,,50819.0,white,—,r & r auto group inc,23500.0,26600.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Toyota,Yaris,S,Hatchback,manual,jtdjt923985197921,co,19.0,119946.0,blue,black,wells fargo dealer services,3700.0,2800.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2008,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22c68s222765,il,,104619.0,blue,—,carland sales & leasing inc,9825.0,9000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,Limited,CrewMax Cab,automatic,5tbdv58178s495733,ga,,145053.0,silver,gray,coles automotive group,18050.0,17800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,Limited,Double Cab,automatic,5tbbv581x8s505257,nc,28.0,63025.0,burgundy,gray,primeritus remarketing/marine fcu,23800.0,20300.0,Mon Dec 22 2014 00:00:00 GMT-0800 (PST)
2008,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,5tdzk22cx8s130610,nj,,156039.0,white,—,northway automotive inc,6275.0,6925.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,Yaris,Base,Hatchback,automatic,jtdjt923785160205,pr,33.0,56305.0,black,black,toyota credit de puerto rico,4725.0,5000.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST)
2008,Toyota,Highlander,Sport,SUV,,jtees43a382020010,pa,41.0,103596.0,red,beige,gnm auto sales inc,13500.0,14100.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2008,Toyota,Matrix,Base,Hatchback,automatic,2t1kr32e58c697076,ny,,77884.0,gray,gray,abs,5775.0,6600.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u183331746,fl,,89632.0,gray,gray,coconut point ford,7700.0,6300.0,Wed Dec 17 2014 16:40:00 GMT-0800 (PST)
2008,Toyota,Sequoia,Limited,SUV,,5tdby68a68s005374,pa,31.0,102406.0,brown,tan,great neck nissan llc,20400.0,20250.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u887724278,ga,24.0,135802.0,silver,black,town & country motors ii,5900.0,6300.0,Tue Dec 30 2014 13:00:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u583438055,nc,19.0,211881.0,silver,gray,primeritus remarketing/cci,3575.0,3200.0,Mon Mar 02 2015 01:30:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u783397752,ca,21.0,71185.0,black,beige,veros credit,8150.0,9400.0,Wed Dec 31 2014 12:30:00 GMT-0800 (PST)
2008,Toyota,Tundra,SR5,CrewMax Cab,automatic,5tfdv54118x075196,nv,34.0,107081.0,white,tan,findlay toyota and scion,18350.0,18200.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST)
2008,Toyota,Yaris,Base,Hatchback,automatic,jtdjt923385186672,nc,24.0,120522.0,red,gray,santander consumer,3650.0,3500.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,Sequoia,Limited,SUV,automatic,5tdzy68a28s013373,nj,,109744.0,white,—,fast cash 4 cars & wholesale llc,16500.0,17500.0,Wed Dec 17 2014 09:00:00 GMT-0800 (PST)
2008,Toyota,Sequoia,Limited,SUV,automatic,5tdzy68a38s001037,fl,,214387.0,black,tan,dick norris buick gmc palm harbor,13850.0,16300.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Base,SUV,automatic,jteew41a482023666,ga,33.0,105086.0,white,gray,town & country motors ii,11300.0,10900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Sienna,LE 7-Passenger,Minivan,automatic,5tdzk23c28s100919,mn,,168851.0,gray,gray,executive fleet,4150.0,4000.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Limited,SUV,automatic,jteew44a182019988,pr,,150914.0,gold,beige,oriental bank,12350.0,9000.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Toyota,Highlander,Limited,SUV,automatic,jtees42a582020835,ny,41.0,44845.0,black,gray,mjn,19350.0,17500.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2008,Toyota,Highlander,Base,SUV,automatic,jteds41a982019992,tx,,129871.0,blue,—,country auto mart llc,9850.0,8200.0,Wed Dec 17 2014 09:15:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u483409291,il,29.0,110338.0,gray,gray,wells fargo dealer services,7075.0,5700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Land Cruiser,Base,SUV,automatic,jtmhy05j185002805,il,38.0,219040.0,gray,black,remarketing by ge/betal autoplex ltd,28700.0,26800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,SR5,Double Cab,automatic,5tfrt54168x017127,ca,27.0,62723.0,red,beige,california fleet inc,14300.0,16100.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Toyota,Highlander,Limited,SUV,automatic,jtees42a582036341,va,44.0,102670.0,silver,gray,shirlie slack mitsubishi,16200.0,16700.0,Thu Dec 18 2014 09:35:00 GMT-0800 (PST)
2008,Toyota,Yaris,Base,Hatchback,,jtdjt923785153318,fl,,82089.0,black,—,diaz and sons auto sales inc,4300.0,5400.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2008,Toyota,RAV4,Base,SUV,automatic,jtmzd33v286069785,il,,121635.0,turquoise,—,motorcars express,7175.0,6900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,Limited,CrewMax Cab,automatic,5tbdv58128s509683,va,36.0,58669.0,gray,beige,shirlie slack mitsubishi,25300.0,27500.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2008,Toyota,Yaris,Base,Sedan,,jtdbt923081204671,ab,42.0,100831.0,black,black,go auto finance,5275.0,3200.0,Tue Dec 23 2014 15:30:00 GMT-0800 (PST)
2008,Toyota,Sienna,LE 7-Passenger,Minivan,automatic,5tdzk23cx8s172306,mn,,110496.0,gold,gray,burnsville toyota,6900.0,6100.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u183307544,tx,,243879.0,gray,gray,jerry durant toyota,3575.0,3000.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2008,Toyota,Highlander,Limited,SUV,automatic,jtees42a882089633,nc,,69943.0,white,beige,biggs cadillac buick gmc trucks inc,17950.0,18700.0,Mon Dec 22 2014 09:00:00 GMT-0800 (PST)
2008,Toyota,Tundra,Tundra Grade,Double Cab,automatic,5tfrt54178x021333,tx,29.0,75828.0,gold,black,landers mclarty honda,12550.0,14000.0,Wed Jan 14 2015 02:20:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Limited,SUV,automatic,jteew44a782020403,wi,,83119.0,blue,gray,lexus of brookfield,16800.0,13600.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2008,Toyota,Sequoia,SR5,SUV,automatic,5tdby64a98s015080,co,19.0,75083.0,black,gray,remarketing by ge/manheim denver,18800.0,16000.0,Tue Dec 23 2014 11:45:00 GMT-0800 (PST)
2008,Toyota,Prius,Touring,Hatchback,automatic,jtdkb20u483451055,mn,34.0,91877.0,silver,gray,land rover minneapolis,8275.0,8500.0,Tue Dec 23 2014 10:45:00 GMT-0800 (PST)
2008,Toyota,Tundra,Tundra Grade,Double Cab,automatic,5tbrt54198s458250,mo,,123008.0,gold,—,jay wolfe toyota scion of west county,11100.0,8200.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2008,Toyota,RAV4,Limited,SUV,,jtmzk31v886015223,az,,85832.0,black,—,right toyota,10200.0,11700.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Toyota,Sienna,LE 7-Passenger,Minivan,automatic,5tdzk23c08s185484,ny,,77764.0,gray,—,gucci services inc,7975.0,7400.0,Wed Dec 17 2014 09:00:00 GMT-0800 (PST)
2008,Toyota,Prius,Base,Hatchback,automatic,jtdkb20u583422048,ny,,194124.0,gray,gray,krystal motors car corp,4475.0,4100.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST)
2008,Toyota,Tundra,SR5,Double Cab,automatic,5tfrv54188x033422,tx,,75854.0,red,gray,carter automotive remarketing specialists,14600.0,14500.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Limited,SUV,automatic,jteew44a882018305,nj,42.0,124594.0,silver,gray,dream cars by bussinger ltd,13700.0,14000.0,Wed Jan 07 2015 09:30:00 GMT-0800 (PST)
2008,Toyota,Highlander,Limited,SUV,automatic,jtees42a382067300,az,41.0,80124.0,white,tan,larry h miller toyota peoria,17350.0,18300.0,Thu Dec 18 2014 11:30:00 GMT-0800 (PST)
2008,Toyota,Highlander Hybrid,Base,SUV,automatic,jteew41a182023186,pr,35.0,37917.0,blue,gray,oriental bank,12300.0,13000.0,Thu Jan 15 2015 03:30:00 GMT-0800 (PST)
2008,Toyota,Highlander,Base,SUV,automatic,jteds41a782023670,tx,,143782.0,silver,gray,jerry's hyundai,9575.0,11000.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2008,Toyota,Highlander,Sport,SUV,,jteds43a782002444,ca,27.0,80816.0,gray,black,premium auto wholesale,13200.0,13700.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Toyota,RAV4,Base,SUV,automatic,jtmzk33v586012079,tx,,123578.0,black,gray,jerry durant toyota,8650.0,7000.0,Fri Dec 19 2014 14:00:00 GMT-0800 (PST)
2007,Audi,Q7,3.6 Premium quattro,SUV,,wa1by74l17d064124,pa,,73279.0,black,tan,jpmorgan chase bank n.a.,14500.0,11200.0,Fri Dec 19 2014 08:32:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Komfort,Sedan,automatic,wvwak73c08e072327,mn,,143474.0,gray,black,burnsville volkswagen inc,3625.0,4500.0,Thu Dec 18 2014 10:45:00 GMT-0800 (PST)
2008,Volkswagen,Touareg 2,VR6 FSI,SUV,,wvgbe77l48d041251,pa,2.0,122354.0,gray,black,toyota financial services,8900.0,6100.0,Fri Dec 19 2014 08:29:00 GMT-0800 (PST)
2008,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,,3vwra71k88m183392,va,,64589.0,black,—,takoma motors inc,6425.0,7500.0,Thu Dec 18 2014 09:20:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28847h514608,wi,,150098.0,silver,black,acura of brookfield,12200.0,6400.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2008,Volkswagen,New Beetle,S,Hatchback,automatic,3vwpw31c98m520887,fl,19.0,99707.0,red,beige,bright star credit union,4000.0,4100.0,Fri Jan 09 2015 10:45:00 GMT-0800 (PST)
2007,Acura,TL,Base,Sedan,automatic,19uua66267a025503,pa,,97676.0,gray,—,superior automotive sales i,9375.0,9000.0,Fri Dec 19 2014 09:00:00 GMT-0800 (PST)
2007,Audi,Q7,3.6 Premium quattro,SUV,automatic,wa1by74l87d060345,mn,,153758.0,silver,black,executive fleet,8675.0,9200.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2008,Volkswagen,Touareg 2,VR6 FSI,SUV,,wvgbe77l48d002403,pa,36.0,96583.0,brown,tan,kly international,10250.0,9900.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Komfort,Sedan,automatic,wvwak73c88p012834,oh,35.0,111453.0,gray,tan,remarketing by ge/columbus metro fcu,4400.0,5000.0,Tue Dec 23 2014 09:30:00 GMT-0800 (PST)
2008,Volkswagen,Touareg 2,VR6 FSI,SUV,automatic,wvgbe77lx8d008738,tx,41.0,118085.0,gray,black,bmw of arlington,9150.0,9400.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Volkswagen,Jetta,S,Sedan,manual,3vwjm71k98m084357,az,23.0,93096.0,gray,black,jpmorgan chase bank n.a.,4250.0,4300.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,,2hnyd28337h505693,il,,150370.0,gray,—,mc grath imports inc,9550.0,9700.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Komfort,Sedan,automatic,wvwak73c68p073986,mn,,123325.0,black,tan,motorwerks mini,4150.0,4800.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2008,Volvo,C70,T5,Convertible,automatic,yv1mc672x8j050214,az,34.0,69438.0,blue,beige,first american credit union,10800.0,9000.0,Tue Dec 30 2014 11:00:00 GMT-0800 (PST)
2007,Audi,A4,2.0T quattro,Sedan,automatic,waudf78ex7a076156,nj,26.0,65304.0,blue,tan,black tie classics llc,9800.0,8600.0,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
2007,Audi,A8,L quattro,Sedan,,waumv44e17n021823,pa,21.0,75917.0,silver,black,rite cars inc,17100.0,16800.0,Thu Dec 18 2014 09:30:00 GMT-0800 (PST)
2008,Volkswagen,Eos,Komfort,Convertible,manual,wvwaa71f88v012893,nv,36.0,84593.0,black,black,mercedes benz of encino,7700.0,5600.0,Thu Jan 22 2015 06:30:00 GMT-0800 (PST)
2008,Volkswagen,Passat,VR6 4Motion,Wagon,automatic,wvwru73c08e145712,nj,,170344.0,silver,—,return to perfection inc,4125.0,4200.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST)
2007,Audi,A4,2.0T,Sedan,automatic,wauaf78e77a182518,ga,,26040.0,black,gray,jim ellis,9050.0,9900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Komfort,Sedan,automatic,wvwak73c38e159395,wa,37.0,79096.0,red,beige,toyota of kirkland,5875.0,4300.0,Tue Dec 30 2014 13:20:00 GMT-0800 (PST)
2007,Acura,RDX,Base,SUV,automatic,5j8tb18287a011448,il,,123212.0,black,—,grossinger city toyota,8575.0,8500.0,Thu Dec 18 2014 14:00:00 GMT-0800 (PST)
2007,Audi,Q7,3.6 Premium quattro,SUV,automatic,wa1by74l17d054371,fl,,83020.0,gray,gray,delray auto mall,13800.0,12800.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2008,Volkswagen,Jetta,Wolfsburg Edition PZEV,Sedan,automatic,3vwra71kx8m186505,ca,3.0,100452.0,silver,black,800cash247,4875.0,5000.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Volkswagen,R32,Base,Hatchback,automatic,wvwkc71k48w186966,tx,,176025.0,gray,gray,main street motors,9450.0,7850.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2008,Volkswagen,Touareg 2,VR6 FSI,SUV,automatic,wvgbe77l68d062487,il,39.0,77898.0,burgundy,gray,wells fargo dealer services,11150.0,11100.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Volkswagen,Eos,Komfort,Convertible,automatic,wvwba71f58v043815,oh,,69338.0,white,tan,busam motor sales inc,8275.0,9300.0,Thu Dec 18 2014 10:05:00 GMT-0800 (PST)
2008,Volkswagen,GTI,Base,Hatchback,manual,wvwev71k18w032237,va,34.0,113684.0,red,—,browns arlington honda,5425.0,7500.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2007,Acura,TL,Base,Sedan,,19uua66287a031108,va,,77617.0,red,—,honda of chantilly,10400.0,11000.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST)
2008,Volkswagen,Rabbit,S,Hatchback,manual,wvwaa71kx8w143931,tx,,108504.0,white,black,supreme fcu,4700.0,5000.0,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
2008,Volkswagen,Touareg 2,VR6 FSI,SUV,automatic,wvgbe77l98d076805,nv,25.0,83507.0,burgundy,black,stream llc dba stream remarketing solutions,10900.0,9700.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd28347h504195,tx,,99533.0,green,—,bmw of san antonio,13200.0,13200.0,Fri Dec 19 2014 10:00:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Turbo,Sedan,manual,wvwuk73c28p093584,fl,,116321.0,silver,black,elder ford of tampa,3475.0,3300.0,Thu Dec 18 2014 16:50:00 GMT-0800 (PST)
2007,Audi,A4,2.0T,Sedan,automatic,wauaf78e57a148111,nv,,107729.0,white,black,remarketing by ge/america first credit union,5975.0,3100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Volkswagen,Rabbit,S PZEV,Hatchback,manual,wvwab71k48w054286,pa,31.0,77591.0,green,gray,alans autos,5575.0,6100.0,Tue Dec 23 2014 09:00:00 GMT-0800 (PST)
2008,Volkswagen,Jetta,SE,Sedan,automatic,3vwrm71k48m187592,il,,38579.0,blue,—,mc grath imports inc,6725.0,6900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2007,Acura,RL,Base,Sedan,automatic,jh4kb16617c002819,ga,,103350.0,silver,black,motormax automotive inc,9875.0,11500.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Volvo,C70,T5,Convertible,automatic,yv1mc67288j050468,nc,25.0,96602.0,white,purple,crossroads ford of indian trail,8300.0,8800.0,Mon Dec 22 2014 09:00:00 GMT-0800 (PST)
2008,Volkswagen,GTI,Base,Hatchback,,wvwev71k98w285709,va,,93335.0,gray,—,wind rider auto outlet inc,6500.0,6000.0,Thu Dec 18 2014 09:05:00 GMT-0800 (PST)
2008,Volvo,S80,3.2,Sedan,automatic,yv1as982x81072512,va,29.0,100352.0,silver,black,jpmorgan chase bank n.a.,6925.0,6300.0,Thu Jan 15 2015 01:20:00 GMT-0800 (PST)
2007,Acura,MDX,Base,SUV,automatic,2hnyd288x7h530795,ca,26.0,68842.0,gray,beige,mountain motors inc,16500.0,17200.0,Thu Dec 18 2014 12:00:00 GMT-0800 (PST)
2007,Audi,A4,3.2 quattro,Sedan,,waudh78e47a208077,va,25.0,118318.0,blue,gray,primeritus remarketing / chesterfield impor,6350.0,5200.0,Thu Jan 15 2015 01:20:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Turbo,Wagon,automatic,wvwxk73c78e177506,wa,,93585.0,blue,black,lynnwood honda,6450.0,6000.0,Wed Dec 17 2014 14:15:00 GMT-0800 (PST)
2007,Acura,TL,Base,Sedan,automatic,19uua66217a028020,il,,72266.0,beige,—,mcgrath acura of downtown chicago,10700.0,9800.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Volvo,S80,3.2,Sedan,automatic,yv1as982781059765,ne,,140264.0,white,tan,woodhouse ford inc,4075.0,6000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST)
2008,Volkswagen,GTI,Base,Hatchback,automatic,wvwhv71k78w308725,il,36.0,92728.0,gray,gray,remarketing by ge/inova federal credit union,7500.0,8000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Turbo,Wagon,automatic,wvwxk73c88e245070,fl,,100974.0,silver,black,andrey's auto repair corp,6125.0,4400.0,Wed Dec 17 2014 15:00:00 GMT-0800 (PST)
2008,Volkswagen,GTI,Base,Hatchback,automatic,wvwhv71k98w072434,tx,,24590.0,silver,gray,pro financial inc,9950.0,10500.0,Wed Dec 17 2014 10:20:00 GMT-0800 (PST)
2007,Audi,A4,2.0T quattro,Sedan,automatic,waudf78e67a032235,nj,23.0,96664.0,blue,tan,paramus ford inc,7300.0,5400.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST)
2008,Volkswagen,Touareg 2,V8 FSI,SUV,automatic,wvgcb77l08d012990,mn,,92983.0,gray,gray,audi minneapolis,11100.0,12000.0,Wed Dec 17 2014 10:30:00 GMT-0800 (PST)
2008,Volkswagen,Passat,Komfort,Sedan,automatic,wvwak73c98e008125,wi,,176992.0,black,gray,muller nissan subaru vw,3625.0,2500.0,Wed Dec 17 2014 10:00:00 GMT-0800 (PST)
2007,Audi,Q7,3.6 Premium quattro,SUV,automatic,wa1by74lx7d060296,fl,33.0,81177.0,blue,beige,the collection,13800.0,16000.0,Thu Dec 18 2014 09:15:00 GMT-0800 (PST)
